"","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","Swiss.Prot_Hit.x","SP_E.value.x","Swiss.Prot_Description.x","Trembl_Hit.x","TB_E.value.x","Trembl_Description.x","NCBI_hit.x","nr_E.value.x","NCBI_Description.x","GO_Swiss.Prot.x","GO_Trembl.x","baseMean.x","log2FoldChange.x","lfcSE.x","stat.x","pvalue.x","padj.x","baseMean.y","log2FoldChange.y","lfcSE.y","stat.y","pvalue.y","padj.y","Swiss.Prot_Hit.y","SP_E.value.y","Swiss.Prot_Description.y","Trembl_Hit.y","TB_E.value.y","Trembl_Description.y","NCBI_hit.y","nr_E.value.y","NCBI_Description.y","GO_Swiss.Prot.y","GO_Trembl.y"
"11",1672,"Cluster_3293","evm.TU.chromosome_10.346",-0.401181879518241,0.0886869004428797,0.658493037116453,166,-23.15,"2 20","131 152",19,"73.68%","89.47%","sp|Q8CHT0|AL4A1_MOUSE",0,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Mus musculus GN=Aldh4a1 PE=1 SV=3","tr|A7S7A5|A7S7A5_NEMVE",0,"Predicted protein OS=Nematostella vectensis GN=v1g186547 PE=4 SV=1","ref|XP_022788800.1|",0,"delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial-like [Stylophora pistillata]","GO:0005759; GO:0005739; GO:0003842; GO:0004029; GO:0042802; GO:0010133","GO:0003842; GO:0010133",170.269064256311,1.08971899917507,0.30738144469355,3.54516844782706,0.000392362255255591,0.0163145445514307,178.864135154078,-1.34713957796901,0.48716786035065,-2.76524723326243,0.00568796678351067,0.0322318117732271,"sp|Q8CHT0|AL4A1_MOUSE",0,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Mus musculus GN=Aldh4a1 PE=1 SV=3","tr|A7S7A5|A7S7A5_NEMVE",0,"Predicted protein OS=Nematostella vectensis GN=v1g186547 PE=4 SV=1","ref|XP_022788800.1|",0,"delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial-like [Stylophora pistillata]","GO:0005759; GO:0005739; GO:0003842; GO:0004029; GO:0042802; GO:0010133","GO:0003842; GO:0010133"
"12",1710,"Cluster_4754","evm.TU.chromosome_14.4953",-0.235774762628806,0.331179689575335,0.846838895337523,175,-23.01,"2 20","715 736",18,"83.33%","88.89%","sp|Q9N294|B3GT5_PANPA",4.95e-33,"Beta-1,3-galactosyltransferase 5 (Fragment) OS=Pan paniscus GN=B3GALT5 PE=3 SV=1","tr|A0A2B4RRV4|A0A2B4RRV4_STYPI",2.94e-115,"Beta-1,3-galactosyltransferase 5 OS=Stylophora pistillata GN=B3GALT5 PE=4 SV=1","ref|XP_022800240.1|",5.1e-120,"beta-1,3-galactosyltransferase 5-like [Stylophora pistillata]","GO:0000139; GO:0016021; GO:0008378; GO:0006486","GO:0000139; GO:0016021; GO:0008378; GO:0006486",23.7963236654037,5.93642831155437,1.76396606457318,3.36538691462343,0.000764363922170902,0.0274248307395894,80.0015967895877,-1.98631288697861,0.498090927293685,-3.98785197267294,6.6674242237295e-05,0.000993502412106537,"sp|Q9N294|B3GT5_PANPA",4.95e-33,"Beta-1,3-galactosyltransferase 5 (Fragment) OS=Pan paniscus GN=B3GALT5 PE=3 SV=1","tr|A0A2B4RRV4|A0A2B4RRV4_STYPI",2.94e-115,"Beta-1,3-galactosyltransferase 5 OS=Stylophora pistillata GN=B3GALT5 PE=4 SV=1","ref|XP_022800240.1|",5.1e-120,"beta-1,3-galactosyltransferase 5-like [Stylophora pistillata]","GO:0000139; GO:0016021; GO:0008378; GO:0006486","GO:0000139; GO:0016021; GO:0008378; GO:0006486"
"13",1731,"Cluster_3293","evm.TU.chromosome_2.1058",0.197532471020789,0.41759317165533,0.877998159548399,160,-20.03,"2 19","620 643",20,"75.00%","85.00%",NA,NA,NA,"tr|A0A2B4RPF1|A0A2B4RPF1_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene16943 PE=4 SV=1","gb|PFX18683.1|",0,"uncharacterized protein LOC111339197 isoform X1 [Stylophora pistillata]",NA,"GO:0005576; GO:0009405",251.2278929559,-3.8632607729535,0.705897932666589,-5.4728319692901,4.42900025193912e-08,1.54533595747006e-05,178.864135154078,-1.34713957796901,0.48716786035065,-2.76524723326243,0.00568796678351067,0.0322318117732271,NA,NA,NA,"tr|A0A2B4RPF1|A0A2B4RPF1_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene16943 PE=4 SV=1","gb|PFX18683.1|",0,"uncharacterized protein LOC111339197 isoform X1 [Stylophora pistillata]",NA,"GO:0005576; GO:0009405"
"14",1758,"Cluster_1453","evm.TU.chromosome_4.1968",-0.25391456063208,0.294194006771373,0.830386476604245,151,-20.37,"2 21","834 856",20,"70.00%","70.00%",NA,NA,NA,NA,NA,NA,"ref|XP_020630714.1|",3.38e-06,"uncharacterized protein LOC110067694 [Orbicella faveolata]",NA,NA,356.742897593292,3.37291342294084,0.931222401017211,3.62202779836103,0.000292302701377046,0.013744506905571,183.711563238798,-2.29617526735665,0.502246470096507,-4.57180966730426,4.83530049451256e-06,0.00012330016261007,NA,NA,NA,NA,NA,NA,"ref|XP_020630714.1|",3.38e-06,"uncharacterized protein LOC110067694 [Orbicella faveolata]",NA,NA
"15",1769,"Cluster_4831","evm.TU.chromosome_11.1584",0.348204263150406,0.144035699401144,0.730174256418522,172,-21.52,"2 17","303 324",15,"93.33%","93.33%",NA,NA,NA,"tr|A0A2B4REB2|A0A2B4REB2_STYPI",7.39e-92,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene20649 PE=4 SV=1","gb|PFX15149.1|",1.14e-91,"uncharacterized protein LOC111343912 [Stylophora pistillata]",NA,"",72.5073658771616,-2.03468381044156,0.539295026073249,-3.77285847647556,0.000161387842241885,0.0090569051328051,795.128730283475,-1.78087240123925,0.557525288636441,-3.1942450639231,0.00140197050064574,0.0119167492554888,NA,NA,NA,"tr|A0A2B4REB2|A0A2B4REB2_STYPI",7.39e-92,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene20649 PE=4 SV=1","gb|PFX15149.1|",1.14e-91,"uncharacterized protein LOC111343912 [Stylophora pistillata]",NA,""
"16",1952,"Cluster_1473","evm.TU.chromosome_5.667",0.192571135106502,0.429616833127234,0.881800133798008,166,-21.93,"2 19","832 853",17,"82.35%","82.35%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.363944709864,-2.39359141797394,0.650897014420675,-3.67737347835946,0.000235647892664186,0.0118192146164381,25.4318805091381,-1.44436075690919,0.501151996425122,-2.8820812192953,0.00395057888453842,0.0251849403889324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",1979,"Cluster_1453","evm.TU.chromosome_6.2772",0.502212707368753,0.0284379543477106,0.491227554598487,158,-25.73,"2 20","963 989",23,"65.22%","78.26%","sp|Q9Z0X1|AIFM1_MOUSE",0,"Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1","tr|A0A2B4RRE9|A0A2B4RRE9_STYPI",0,"Apoptosis-inducing factor 1, mitochondrial OS=Stylophora pistillata GN=AIFM1 PE=4 SV=1","gb|PFX21014.1|",0,"apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983",1247.50308572121,-1.49146029104899,0.30761088068225,-4.84852904988628,1.24380318745828e-06,0.000206968367448691,183.711563238798,-2.29617526735665,0.502246470096507,-4.57180966730426,4.83530049451256e-06,0.00012330016261007,"sp|Q9Z0X1|AIFM1_MOUSE",0,"Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus GN=Aifm1 PE=1 SV=1","tr|A0A2B4RRE9|A0A2B4RRE9_STYPI",0,"Apoptosis-inducing factor 1, mitochondrial OS=Stylophora pistillata GN=AIFM1 PE=4 SV=1","gb|PFX21014.1|",0,"apoptosis-inducing factor 1, mitochondrial-like [Stylophora pistillata]","GO:0005737; GO:0005829; GO:0005743; GO:0005758; GO:0005741; GO:0005739; GO:0005634; GO:0048471; GO:0003677; GO:0004174; GO:0071949; GO:0016174; GO:0016651; GO:0046983; GO:0006919; GO:0008637; GO:0006915; GO:1904045; GO:0071392; GO:0070301; GO:0071732; GO:0090650; GO:0070059; GO:0032981; GO:0051402; GO:0030182; GO:0043065; GO:0010942; GO:0043525; GO:1902510; GO:0002931; GO:1902065; GO:0006979","GO:0016021; GO:0050660; GO:0016491; GO:0046983"
"18",2023,"Cluster_1473","evm.TU.chromosome_11.1003",0.076444093666474,0.755765657671072,0.961810377529975,163,-22.77,"2 21","158 180",20,"75.00%","80.00%","sp|P22897|MRC1_HUMAN",1.63e-21,"Macrophage mannose receptor 1 OS=Homo sapiens GN=MRC1 PE=1 SV=1","tr|A0A2B4SNH1|A0A2B4SNH1_STYPI",0,"Macrophage mannose receptor 1 OS=Stylophora pistillata GN=MRC1 PE=4 SV=1","ref|XP_020608091.1|",0,"macrophage mannose receptor 1-like isoform X2 [Orbicella faveolata]","GO:0009986; GO:0010008; GO:0005887; GO:0005886; GO:0005537; GO:0004872; GO:0004888; GO:0001618; GO:0071346; GO:0071353; GO:0071222; GO:0006898","",1041.86373465088,-2.60482904118379,0.499782483430066,-5.21192544265765,1.86890663575597e-07,4.62747170560347e-05,25.4318805091381,-1.44436075690919,0.501151996425122,-2.8820812192953,0.00395057888453842,0.0251849403889324,"sp|P22897|MRC1_HUMAN",1.63e-21,"Macrophage mannose receptor 1 OS=Homo sapiens GN=MRC1 PE=1 SV=1","tr|A0A2B4SNH1|A0A2B4SNH1_STYPI",0,"Macrophage mannose receptor 1 OS=Stylophora pistillata GN=MRC1 PE=4 SV=1","ref|XP_020608091.1|",0,"macrophage mannose receptor 1-like isoform X2 [Orbicella faveolata]","GO:0009986; GO:0010008; GO:0005887; GO:0005886; GO:0005537; GO:0004872; GO:0004888; GO:0001618; GO:0071346; GO:0071353; GO:0071222; GO:0006898",""
"19",2045,"Cluster_1453","evm.TU.chromosome_11.1627",0.541088458712354,0.0167407986324439,0.421160456822385,158,-21.1,"2 17","923 943",15,"86.67%","86.67%","sp|Q2UY11|COSA1_MOUSE",1.82e-11,"Collagen alpha-1(XXVIII) chain OS=Mus musculus GN=Col28a1 PE=2 SV=1","tr|A0A2B4SIH8|A0A2B4SIH8_STYPI",3.59e-96,"Collagen alpha-2(VI) chain OS=Stylophora pistillata GN=COL6A2 PE=4 SV=1","ref|XP_020614026.1|",1.19e-163,"collectin-12-like [Orbicella faveolata]","GO:0005604; GO:0005581; GO:0031012; GO:0004867; GO:0007155","GO:0005581; GO:0016021",38.91353084103,-2.44065466783764,0.734541598072705,-3.32269087855807,0.000891536516975241,0.0306624880659699,183.711563238798,-2.29617526735665,0.502246470096507,-4.57180966730426,4.83530049451256e-06,0.00012330016261007,"sp|Q2UY11|COSA1_MOUSE",1.82e-11,"Collagen alpha-1(XXVIII) chain OS=Mus musculus GN=Col28a1 PE=2 SV=1","tr|A0A2B4SIH8|A0A2B4SIH8_STYPI",3.59e-96,"Collagen alpha-2(VI) chain OS=Stylophora pistillata GN=COL6A2 PE=4 SV=1","ref|XP_020614026.1|",1.19e-163,"collectin-12-like [Orbicella faveolata]","GO:0005604; GO:0005581; GO:0031012; GO:0004867; GO:0007155","GO:0005581; GO:0016021"
"20",2373,"Cluster_1473","evm.TU.chromosome_9.213",0.135918647643826,0.579017808858298,0.923616631644037,159,-20.92,"2 21","479 501",20,"70.00%","80.00%","sp|Q5M9G1|HEXI1_RAT",2.52e-36,"Protein HEXIM1 OS=Rattus norvegicus GN=Hexim1 PE=1 SV=1","tr|A0A2B4SIM6|A0A2B4SIM6_STYPI",8.98e-168,"Protein HEXIM2 OS=Stylophora pistillata GN=HEXIM2 PE=4 SV=1","ref|XP_020609340.1|",0,"protein HEXIM-like [Orbicella faveolata]","GO:0005737; GO:0005654; GO:0005634; GO:0097322; GO:0004861; GO:0017069; GO:0002218; GO:0007507; GO:0045087; GO:0045736; GO:0000122; GO:0045892; GO:1901798; GO:0006351","GO:0005737; GO:0005634; GO:0004861; GO:0017069; GO:0000122",912.998267358778,-1.58383754953392,0.316116472293879,-5.01029743259155,5.43459758010757e-07,0.000107244210443516,25.4318805091381,-1.44436075690919,0.501151996425122,-2.8820812192953,0.00395057888453842,0.0251849403889324,"sp|Q5M9G1|HEXI1_RAT",2.52e-36,"Protein HEXIM1 OS=Rattus norvegicus GN=Hexim1 PE=1 SV=1","tr|A0A2B4SIM6|A0A2B4SIM6_STYPI",8.98e-168,"Protein HEXIM2 OS=Stylophora pistillata GN=HEXIM2 PE=4 SV=1","ref|XP_020609340.1|",0,"protein HEXIM-like [Orbicella faveolata]","GO:0005737; GO:0005654; GO:0005634; GO:0097322; GO:0004861; GO:0017069; GO:0002218; GO:0007507; GO:0045087; GO:0045736; GO:0000122; GO:0045892; GO:1901798; GO:0006351","GO:0005737; GO:0005634; GO:0004861; GO:0017069; GO:0000122"
"21",2376,"Cluster_4640","evm.TU.chromosome_2.197",0.60301783042117,0.00627533213330789,0.305616741861375,156,-21.16,"2 19","916 940",20,"75.00%","80.00%","sp|Q05B18|SHQ1_XENTR",1.67e-142,"Protein SHQ1 homolog OS=Xenopus tropicalis GN=shq1 PE=2 SV=1","tr|H3B2P9|H3B2P9_LATCH",7.33e-150,"SHQ1, H/ACA ribonucleoprotein assembly factor OS=Latimeria chalumnae GN=SHQ1 PE=4 SV=1","ref|XP_020621871.1|",0,"protein SHQ1 homolog [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0005654; GO:0051082; GO:0000493; GO:0022618","",125.412302784611,1.04267793651073,0.328874024055993,3.17044783182149,0.00152204160447578,0.0424601988734119,215.822022824727,1.86456530997321,0.471957775087441,3.95070366120732,7.79217578122774e-05,0.000993502412106537,"sp|Q05B18|SHQ1_XENTR",1.67e-142,"Protein SHQ1 homolog OS=Xenopus tropicalis GN=shq1 PE=2 SV=1","tr|H3B2P9|H3B2P9_LATCH",7.33e-150,"SHQ1, H/ACA ribonucleoprotein assembly factor OS=Latimeria chalumnae GN=SHQ1 PE=4 SV=1","ref|XP_020621871.1|",0,"protein SHQ1 homolog [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0005654; GO:0051082; GO:0000493; GO:0022618",""
"22",2474,"Cluster_3037","evm.TU.chromosome_8.1710",0.723851215251282,0.000458926548237712,0.115890848115467,171,-24.38,"2 20","375 395",18,"77.78%","88.89%","sp|Q98925|IRF2_CHICK",8.98e-33,"Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1","tr|A0A2B4RHK9|A0A2B4RHK9_STYPI",2.49e-82,"Interferon regulatory factor 2 OS=Stylophora pistillata GN=IRF2 PE=4 SV=1","ref|XP_020625466.1|",6e-102,"interferon regulatory factor 2-like isoform X2 [Orbicella faveolata]","GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607","GO:0044212",188.763371741888,-2.33988635978341,0.530234819149745,-4.41292475574412,1.01983448154058e-05,0.00103161828332309,3753.66207843411,-1.90572928544964,0.407516269745857,-4.67644957252414,2.91884333772144e-06,0.00012330016261007,"sp|Q98925|IRF2_CHICK",8.98e-33,"Interferon regulatory factor 2 OS=Gallus gallus GN=IRF2 PE=2 SV=1","tr|A0A2B4RHK9|A0A2B4RHK9_STYPI",2.49e-82,"Interferon regulatory factor 2 OS=Stylophora pistillata GN=IRF2 PE=4 SV=1","ref|XP_020625466.1|",6e-102,"interferon regulatory factor 2-like isoform X2 [Orbicella faveolata]","GO:0005829; GO:0005925; GO:0005654; GO:0000977; GO:0001228; GO:0008283; GO:0051607","GO:0044212"
"23",2640,"Cluster_3037","evm.TU.chromosome_12.926",-0.461070139589271,0.0469357084601294,0.563747818355983,171,-25.74,"2 20","643 663",18,"83.33%","83.33%","sp|Q96C01|F136A_HUMAN",1.25e-31,"Protein FAM136A OS=Homo sapiens GN=FAM136A PE=1 SV=1","tr|A7SQ76|A7SQ76_NEMVE",4.27e-50,"Predicted protein OS=Nematostella vectensis GN=v1g127233 PE=4 SV=1","ref|XP_020616702.1|",1.12e-95,"protein FAM136A-like [Orbicella faveolata]","GO:0005737; GO:0005739","",89.4027259110859,1.53090491615084,0.327503226160704,4.67447278030671,2.94709717932745e-06,0.000405436369098905,3753.66207843411,-1.90572928544964,0.407516269745857,-4.67644957252414,2.91884333772144e-06,0.00012330016261007,"sp|Q96C01|F136A_HUMAN",1.25e-31,"Protein FAM136A OS=Homo sapiens GN=FAM136A PE=1 SV=1","tr|A7SQ76|A7SQ76_NEMVE",4.27e-50,"Predicted protein OS=Nematostella vectensis GN=v1g127233 PE=4 SV=1","ref|XP_020616702.1|",1.12e-95,"protein FAM136A-like [Orbicella faveolata]","GO:0005737; GO:0005739",""
"24",2723,"Cluster_1453","evm.TU.chromosome_13.3239",0.435860482988262,0.0621217894735935,0.605355482028094,163,-23.01,"2 21","304 327",21,"71.43%","80.95%","sp|P16086|SPTN1_RAT",0,"Spectrin alpha chain, non-erythrocytic 1 OS=Rattus norvegicus GN=Sptan1 PE=1 SV=2","tr|A0A2B4S4N9|A0A2B4S4N9_STYPI",0,"Spectrin alpha chain, non-erythrocytic 1 OS=Stylophora pistillata GN=Sptan1 PE=4 SV=1","ref|XP_020626459.1|",0,"spectrin alpha chain, non-erythrocytic 1-like [Orbicella faveolata]","GO:0030863; GO:0032437; GO:0005829; GO:0070062; GO:1903561; GO:0005916; GO:0016328; GO:0016020; GO:0043209; GO:0033270; GO:0005886; GO:0043234; GO:0008091; GO:0030018; GO:0003779; GO:0045296; GO:0005509; GO:0005516; GO:0032403; GO:0046982; GO:0047485; GO:0030507; GO:0019905; GO:0031532; GO:0051693","GO:0005509",2708.28968527828,-0.822846850724907,0.252959247281454,-3.25288306147341,0.00114240500250551,0.0357187018640523,183.711563238798,-2.29617526735665,0.502246470096507,-4.57180966730426,4.83530049451256e-06,0.00012330016261007,"sp|P16086|SPTN1_RAT",0,"Spectrin alpha chain, non-erythrocytic 1 OS=Rattus norvegicus GN=Sptan1 PE=1 SV=2","tr|A0A2B4S4N9|A0A2B4S4N9_STYPI",0,"Spectrin alpha chain, non-erythrocytic 1 OS=Stylophora pistillata GN=Sptan1 PE=4 SV=1","ref|XP_020626459.1|",0,"spectrin alpha chain, non-erythrocytic 1-like [Orbicella faveolata]","GO:0030863; GO:0032437; GO:0005829; GO:0070062; GO:1903561; GO:0005916; GO:0016328; GO:0016020; GO:0043209; GO:0033270; GO:0005886; GO:0043234; GO:0008091; GO:0030018; GO:0003779; GO:0045296; GO:0005509; GO:0005516; GO:0032403; GO:0046982; GO:0047485; GO:0030507; GO:0019905; GO:0031532; GO:0051693","GO:0005509"
"25",2771,"Cluster_4831","evm.TU.chromosome_9.823",0.511899593362567,0.025057015725135,0.473940354099905,159,-20.51,"2 21","623 647",22,"72.73%","72.73%","sp|P31649|S6A13_MOUSE",0,"Sodium- and chloride-dependent GABA transporter 2 OS=Mus musculus GN=Slc6a13 PE=1 SV=1","tr|A0A2B4SNK1|A0A2B4SNK1_STYPI",0,"Sodium-and chloride-dependent GABA transporter 2 OS=Stylophora pistillata GN=Slc6a13 PE=4 SV=1","ref|XP_020625264.1|",0,"LOW QUALITY PROTEIN: sodium- and chloride-dependent taurine transporter-like [Orbicella faveolata]","GO:0005887; GO:0005332; GO:0005215","GO:0016021; GO:0005328",327.24484614675,-0.87916341387817,0.271700180698038,-3.23578516443923,0.00121308647704007,0.0373944390969778,795.128730283475,-1.78087240123925,0.557525288636441,-3.1942450639231,0.00140197050064574,0.0119167492554888,"sp|P31649|S6A13_MOUSE",0,"Sodium- and chloride-dependent GABA transporter 2 OS=Mus musculus GN=Slc6a13 PE=1 SV=1","tr|A0A2B4SNK1|A0A2B4SNK1_STYPI",0,"Sodium-and chloride-dependent GABA transporter 2 OS=Stylophora pistillata GN=Slc6a13 PE=4 SV=1","ref|XP_020625264.1|",0,"LOW QUALITY PROTEIN: sodium- and chloride-dependent taurine transporter-like [Orbicella faveolata]","GO:0005887; GO:0005332; GO:0005215","GO:0016021; GO:0005328"
"26",2877,"Cluster_1453","evm.TU.chromosome_9.1566",0.22988601100226,0.343747587039676,0.852209000645705,155,-22.81,"2 18","121 144",18,"77.78%","83.33%","sp|Q9QZS6|HS3SB_MOUSE",3.22e-95,"Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 OS=Mus musculus GN=Hs3st3b1 PE=2 SV=2","tr|A0A2B4S862|A0A2B4S862_STYPI",7.57e-155,"Protein EFR3-like B OS=Stylophora pistillata GN=Efr3b PE=4 SV=1","ref|XP_020612924.1|",0,"heparan sulfate glucosamine 3-O-sulfotransferase 5-like [Orbicella faveolata]","GO:0000139; GO:0005887; GO:0008467; GO:0033872; GO:0006477","GO:0008146",82.4231816498717,-2.67061743320834,0.567806669271431,-4.70339215394402,2.55874280093314e-06,0.000362363134896855,183.711563238798,-2.29617526735665,0.502246470096507,-4.57180966730426,4.83530049451256e-06,0.00012330016261007,"sp|Q9QZS6|HS3SB_MOUSE",3.22e-95,"Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 OS=Mus musculus GN=Hs3st3b1 PE=2 SV=2","tr|A0A2B4S862|A0A2B4S862_STYPI",7.57e-155,"Protein EFR3-like B OS=Stylophora pistillata GN=Efr3b PE=4 SV=1","ref|XP_020612924.1|",0,"heparan sulfate glucosamine 3-O-sulfotransferase 5-like [Orbicella faveolata]","GO:0000139; GO:0005887; GO:0008467; GO:0033872; GO:0006477","GO:0008146"
"27",2904,"Cluster_1453","evm.TU.chromosome_4.1956",-0.286731505174336,0.233976402743684,0.798625164318462,151,-20.37,"2 21","837 859",20,"70.00%","70.00%",NA,NA,NA,"tr|A7S516|A7S516_NEMVE",8.89e-07,"Predicted protein OS=Nematostella vectensis GN=v1g242913 PE=4 SV=1","ref|XP_015754379.1|",7.6e-14,"PREDICTED: uncharacterized protein LOC107334018 [Acropora digitifera]",NA,"",423.059876215664,3.54645494034892,0.718913593169955,4.93307537100709,8.0944901803062e-07,0.000142244416854651,183.711563238798,-2.29617526735665,0.502246470096507,-4.57180966730426,4.83530049451256e-06,0.00012330016261007,NA,NA,NA,"tr|A7S516|A7S516_NEMVE",8.89e-07,"Predicted protein OS=Nematostella vectensis GN=v1g242913 PE=4 SV=1","ref|XP_015754379.1|",7.6e-14,"PREDICTED: uncharacterized protein LOC107334018 [Acropora digitifera]",NA,""
"28",2912,"Cluster_4640","evm.TU.chromosome_3.785",-0.431205033148136,0.0652886276725126,0.612805669630185,172,-20.38,"2 21","669 690",19,"78.95%","84.21%","sp|Q9NXG6|P4HTM_HUMAN",2.37e-62,"Transmembrane prolyl 4-hydroxylase OS=Homo sapiens GN=P4HTM PE=1 SV=2","tr|A0A2B4RUE7|A0A2B4RUE7_STYPI",0,"Transmembrane prolyl 4-hydroxylase OS=Stylophora pistillata GN=P4HTM PE=4 SV=1","ref|XP_020619563.1|",0,"transmembrane prolyl 4-hydroxylase-like [Orbicella faveolata]","GO:0005789; GO:0016021; GO:0005509; GO:0005506; GO:0031418; GO:0016706; GO:0045646","GO:0016021; GO:0005509; GO:0005506; GO:0031418; GO:0016705",183.50820405838,-1.91643723383099,0.539535719630249,-3.55201178365791,0.000382297739470238,0.0161509918164662,215.822022824727,1.86456530997321,0.471957775087441,3.95070366120732,7.79217578122774e-05,0.000993502412106537,"sp|Q9NXG6|P4HTM_HUMAN",2.37e-62,"Transmembrane prolyl 4-hydroxylase OS=Homo sapiens GN=P4HTM PE=1 SV=2","tr|A0A2B4RUE7|A0A2B4RUE7_STYPI",0,"Transmembrane prolyl 4-hydroxylase OS=Stylophora pistillata GN=P4HTM PE=4 SV=1","ref|XP_020619563.1|",0,"transmembrane prolyl 4-hydroxylase-like [Orbicella faveolata]","GO:0005789; GO:0016021; GO:0005509; GO:0005506; GO:0031418; GO:0016706; GO:0045646","GO:0016021; GO:0005509; GO:0005506; GO:0031418; GO:0016705"
"29",3024,"Cluster_1473","evm.TU.chromosome_9.1073",0.00522065864280013,0.983077005525723,0.997815545831677,162,-21.05,"2 20","294 317",20,"75.00%","80.00%","sp|Q01528|HAAF_LIMPO",5.84e-16,"Hemagglutinin/amebocyte aggregation factor OS=Limulus polyphemus PE=1 SV=1","tr|A0A2B4RFR1|A0A2B4RFR1_STYPI",6.2e-50,"Hemagglutinin/amebocyte aggregation factor OS=Stylophora pistillata GN=AWC38_SpisGene25821 PE=4 SV=1","ref|XP_020613261.1|",1.77e-58,"hemagglutinin/amebocyte aggregation factor-like isoform X1 [Orbicella faveolata]","GO:0005576","",199.296622819046,3.97981259721554,0.961606883320796,4.13871059603039,3.49263186250811e-05,0.00273892873256947,25.4318805091381,-1.44436075690919,0.501151996425122,-2.8820812192953,0.00395057888453842,0.0251849403889324,"sp|Q01528|HAAF_LIMPO",5.84e-16,"Hemagglutinin/amebocyte aggregation factor OS=Limulus polyphemus PE=1 SV=1","tr|A0A2B4RFR1|A0A2B4RFR1_STYPI",6.2e-50,"Hemagglutinin/amebocyte aggregation factor OS=Stylophora pistillata GN=AWC38_SpisGene25821 PE=4 SV=1","ref|XP_020613261.1|",1.77e-58,"hemagglutinin/amebocyte aggregation factor-like isoform X1 [Orbicella faveolata]","GO:0005576",""
"30",3185,"Cluster_1473","evm.TU.chromosome_10.540",0.140525979240398,0.566093892419332,0.920278758348521,159,-24.04,"2 21","504 524",20,"80.00%","85.00%","sp|P07692|ACES_TORMA",6.71e-105,"Acetylcholinesterase OS=Torpedo marmorata GN=ache PE=1 SV=2","tr|A0A2B4S4P1|A0A2B4S4P1_STYPI",0,"Cholinesterase OS=Stylophora pistillata GN=BCHE PE=4 SV=1","ref|XP_020630472.1|",0,"cholinesterase-like [Orbicella faveolata]","GO:0031225; GO:0030054; GO:0005886; GO:0043083; GO:0003990; GO:0001507","",209.976714756887,-1.67134584033789,0.432588770929311,-3.86359044121144,0.000111732497796355,0.0068100250239171,25.4318805091381,-1.44436075690919,0.501151996425122,-2.8820812192953,0.00395057888453842,0.0251849403889324,"sp|P07692|ACES_TORMA",6.71e-105,"Acetylcholinesterase OS=Torpedo marmorata GN=ache PE=1 SV=2","tr|A0A2B4S4P1|A0A2B4S4P1_STYPI",0,"Cholinesterase OS=Stylophora pistillata GN=BCHE PE=4 SV=1","ref|XP_020630472.1|",0,"cholinesterase-like [Orbicella faveolata]","GO:0031225; GO:0030054; GO:0005886; GO:0043083; GO:0003990; GO:0001507",""
