"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AST.1065.x","AST.1147.x","AST.1412.x","AST.1560.x","AST.1567.x","AST.1617.x","AST.1722.x","AST.2000.x","AST.2007.x","AST.2302.x","AST.2360.x","AST.2398.x","AST.2404.x","AST.2412.x","AST.2512.x","AST.2523.x","AST.2563.x","AST.2729.x","AST.2755.x","GO.ID","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","AST.2755.y"
"22","evm.TU.chromosome_10.830",536.94542935068,-1.18613152103403,0.380935024141197,-3.11373710965044,0.00184734009006042,0.0432241060586742,1246,1111,367,88,399,501,710,205,875,1993,392,692,1179,980,132,1419,479,230,147,"GO:0031012",2.5325523748508e-06,0.999999046407506,38,221,"extracellular matrix","CC",147
"23","evm.TU.chromosome_13.1161",543.568159080775,1.20828599870989,0.306595820806165,3.94097347945843,8.11515989871455e-05,0.00492749475345312,917,2326,814,30,573,1095,2112,261,845,774,557,1553,753,898,126,653,621,163,86,"GO:0071013",0.0362352774332805,0.984226246800937,11,74,"catalytic step 2 spliceosome","CC",86
"24","evm.TU.chromosome_13.1161",543.568159080775,1.20828599870989,0.306595820806165,3.94097347945843,8.11515989871455e-05,0.00492749475345312,917,2326,814,30,573,1095,2112,261,845,774,557,1553,753,898,126,653,621,163,86,"GO:0005682",0.0257922712023689,0.993021939396526,6,28,"U5 snRNP","CC",86
"25","evm.TU.chromosome_13.1160",223.352035032239,-1.76265776342981,0.468256049415489,-3.7643032388585,0.000167014114096515,0.00841641469667927,640,298,187,53,73,400,283,60,502,431,199,150,378,347,42,515,447,144,32,"GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",32
"26","evm.TU.chromosome_13.1160",223.352035032239,-1.76265776342981,0.468256049415489,-3.7643032388585,0.000167014114096515,0.00841641469667927,640,298,187,53,73,400,283,60,502,431,199,150,378,347,42,515,447,144,32,"GO:0004252",8.48506754698523e-06,0.999997021339802,30,161,"serine-type endopeptidase activity","MF",32
"27","evm.TU.chromosome_13.1160",223.352035032239,-1.76265776342981,0.468256049415489,-3.7643032388585,0.000167014114096515,0.00841641469667927,640,298,187,53,73,400,283,60,502,431,199,150,378,347,42,515,447,144,32,"GO:0006508",0.0361365158464351,0.979888785567559,20,168,"proteolysis","BP",32
"28","evm.TU.chromosome_11.125",252.425205597854,-1.94211037911661,0.543038299603672,-3.57637827853769,0.00034838742104317,0.0128606424688493,264,222,440,35,26,273,108,148,235,486,263,193,1271,671,150,266,562,81,55,"GO:0007155",0.0266456953493738,0.982873225105427,37,336,"cell adhesion","BP",55
"29","evm.TU.chromosome_11.125",252.425205597854,-1.94211037911661,0.543038299603672,-3.57637827853769,0.00034838742104317,0.0128606424688493,264,222,440,35,26,273,108,148,235,486,263,193,1271,671,150,266,562,81,55,"GO:0030199",1.38048079190912e-05,0.999997596215807,13,42,"collagen fibril organization","BP",55
"30","evm.TU.chromosome_11.125",252.425205597854,-1.94211037911661,0.543038299603672,-3.57637827853769,0.00034838742104317,0.0128606424688493,264,222,440,35,26,273,108,148,235,486,263,193,1271,671,150,266,562,81,55,"GO:0030198",0.0262790383496473,0.987388344022155,15,112,"extracellular matrix organization","BP",55
"31","evm.TU.chromosome_11.125",252.425205597854,-1.94211037911661,0.543038299603672,-3.57637827853769,0.00034838742104317,0.0128606424688493,264,222,440,35,26,273,108,148,235,486,263,193,1271,671,150,266,562,81,55,"GO:0005581",1.84620296996434e-08,0.999999994155032,41,186,"collagen trimer","CC",55
"32","evm.TU.chromosome_11.125",252.425205597854,-1.94211037911661,0.543038299603672,-3.57637827853769,0.00034838742104317,0.0128606424688493,264,222,440,35,26,273,108,148,235,486,263,193,1271,671,150,266,562,81,55,"GO:0005201",2.81642969046316e-07,0.999999916457382,31,144,"extracellular matrix structural constituent","MF",55
"33","evm.TU.chromosome_2.745",13614.0232490883,-2.71368813406344,0.74806122978327,-3.62762836252008,0.000286036578386615,0.0116512830707074,18577,15901,6547,6110,1759,7816,11273,13348,24452,13849,9185,7506,40219,24215,8083,18469,23897,4036,678,"GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",678
"34","evm.TU.chromosome_2.745",13614.0232490883,-2.71368813406344,0.74806122978327,-3.62762836252008,0.000286036578386615,0.0116512830707074,18577,15901,6547,6110,1759,7816,11273,13348,24452,13849,9185,7506,40219,24215,8083,18469,23897,4036,678,"GO:0001935",0.0359708162713669,0.992700772826618,4,17,"endothelial cell proliferation","BP",678
"35","evm.TU.chromosome_2.745",13614.0232490883,-2.71368813406344,0.74806122978327,-3.62762836252008,0.000286036578386615,0.0116512830707074,18577,15901,6547,6110,1759,7816,11273,13348,24452,13849,9185,7506,40219,24215,8083,18469,23897,4036,678,"GO:0070374",0.0106980812279001,0.995598684486163,14,88,"positive regulation of ERK1 and ERK2 cascade","BP",678
"36","evm.TU.chromosome_8.1138",254.682368502273,-5.17455084286653,1.02102429714903,-5.06799971099147,4.02018015800752e-07,9.84757072324973e-05,23,25,828,47,7,2305,18,10,144,191,281,32,305,48,339,976,168,17,9,"GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",9
"37","evm.TU.chromosome_14.909",426.32101061213,-1.79758473923819,0.472795277642922,-3.8020361544216,0.000143511778261643,0.00758045547451947,615,970,325,148,255,297,694,44,831,2169,178,677,1075,280,94,1517,287,112,72,"GO:0031225",0.0172978319212197,0.994111562987838,9,51,NA,NA,72
"38","evm.TU.chromosome_14.909",426.32101061213,-1.79758473923819,0.472795277642922,-3.8020361544216,0.000143511778261643,0.00758045547451947,615,970,325,148,255,297,694,44,831,2169,178,677,1075,280,94,1517,287,112,72,"GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",72
"39","evm.TU.chromosome_14.909",426.32101061213,-1.79758473923819,0.472795277642922,-3.8020361544216,0.000143511778261643,0.00758045547451947,615,970,325,148,255,297,694,44,831,2169,178,677,1075,280,94,1517,287,112,72,"GO:0009277",0.00543739329421807,1,2,2,"fungal-type cell wall","CC",72
"40","evm.TU.chromosome_14.909",426.32101061213,-1.79758473923819,0.472795277642922,-3.8020361544216,0.000143511778261643,0.00758045547451947,615,970,325,148,255,297,694,44,831,2169,178,677,1075,280,94,1517,287,112,72,"GO:0008061",0.0015987360189158,0.999571075800172,11,48,"chitin binding","MF",72
"41","evm.TU.chromosome_14.909",426.32101061213,-1.79758473923819,0.472795277642922,-3.8020361544216,0.000143511778261643,0.00758045547451947,615,970,325,148,255,297,694,44,831,2169,178,677,1075,280,94,1517,287,112,72,"GO:0004568",0.00659592144310945,0.998995406847032,5,16,"chitinase activity","MF",72
"42","evm.TU.chromosome_14.909",426.32101061213,-1.79758473923819,0.472795277642922,-3.8020361544216,0.000143511778261643,0.00758045547451947,615,970,325,148,255,297,694,44,831,2169,178,677,1075,280,94,1517,287,112,72,"GO:0006032",0.00427674392444566,0.999257864488331,6,21,"chitin catabolic process","BP",72
"43","evm.TU.chromosome_14.909",426.32101061213,-1.79758473923819,0.472795277642922,-3.8020361544216,0.000143511778261643,0.00758045547451947,615,970,325,148,255,297,694,44,831,2169,178,677,1075,280,94,1517,287,112,72,"GO:0000272",0.000137672236566403,0.999979563088625,9,27,"polysaccharide catabolic process","BP",72
"44","evm.TU.chromosome_14.909",426.32101061213,-1.79758473923819,0.472795277642922,-3.8020361544216,0.000143511778261643,0.00758045547451947,615,970,325,148,255,297,694,44,831,2169,178,677,1075,280,94,1517,287,112,72,"GO:0004553",0.00479878127683983,0.998586567505216,10,49,"hydrolase activity, hydrolyzing O-glycosyl compounds","MF",72
"45","evm.TU.chromosome_10.2658",290.04709525151,-2.77014702693378,0.837899035199643,-3.30606303452032,0.000946167997845134,0.0270208944263729,1042,501,106,103,46,317,255,78,385,1442,79,177,587,190,55,793,702,167,0,"GO:0005604",0.0359523167330957,0.980339369559458,19,159,"basement membrane","CC",0
"46","evm.TU.chromosome_10.2658",290.04709525151,-2.77014702693378,0.837899035199643,-3.30606303452032,0.000946167997845134,0.0270208944263729,1042,501,106,103,46,317,255,78,385,1442,79,177,587,190,55,793,702,167,0,"GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",0
"47","evm.TU.chromosome_10.2658",290.04709525151,-2.77014702693378,0.837899035199643,-3.30606303452032,0.000946167997845134,0.0270208944263729,1042,501,106,103,46,317,255,78,385,1442,79,177,587,190,55,793,702,167,0,"GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",0
"48","evm.TU.chromosome_14.6638",174.173402095661,-1.73555948357052,0.461454548142721,-3.76106268874338,0.000169193016454455,0.00845574636849687,471,220,211,25,48,417,275,58,351,887,90,171,358,185,76,320,319,33,48,"GO:0016460",0.000508125822904906,0.999940206320237,7,15,"myosin II complex","CC",48
"49","evm.TU.chromosome_14.6638",174.173402095661,-1.73555948357052,0.461454548142721,-3.76106268874338,0.000169193016454455,0.00845574636849687,471,220,211,25,48,417,275,58,351,887,90,171,358,185,76,320,319,33,48,"GO:0097513",0.04924403097145,0.996636870424976,2,4,"myosin II filament","CC",48
"50","evm.TU.chromosome_14.6638",174.173402095661,-1.73555948357052,0.461454548142721,-3.76106268874338,0.000169193016454455,0.00845574636849687,471,220,211,25,48,417,275,58,351,887,90,171,358,185,76,320,319,33,48,"GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",48
"51","evm.TU.chromosome_14.6638",174.173402095661,-1.73555948357052,0.461454548142721,-3.76106268874338,0.000169193016454455,0.00845574636849687,471,220,211,25,48,417,275,58,351,887,90,171,358,185,76,320,319,33,48,"GO:0032036",0.00103386222541996,0.999891076945758,6,12,"myosin heavy chain binding","MF",48
"52","evm.TU.chromosome_12.1882",152.986311894836,-4.13501175187461,0.896294166037707,-4.61345382861797,3.9603227011045e-06,0.00052894816008593,87,72,494,68,14,559,48,0,206,369,103,32,197,210,85,330,207,23,15,"GO:0031225",0.0172978319212197,0.994111562987838,9,51,NA,NA,15
"53","evm.TU.chromosome_12.1882",152.986311894836,-4.13501175187461,0.896294166037707,-4.61345382861797,3.9603227011045e-06,0.00052894816008593,87,72,494,68,14,559,48,0,206,369,103,32,197,210,85,330,207,23,15,"GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",15
"54","evm.TU.chromosome_12.1882",152.986311894836,-4.13501175187461,0.896294166037707,-4.61345382861797,3.9603227011045e-06,0.00052894816008593,87,72,494,68,14,559,48,0,206,369,103,32,197,210,85,330,207,23,15,"GO:0009277",0.00543739329421807,1,2,2,"fungal-type cell wall","CC",15
"55","evm.TU.chromosome_12.1882",152.986311894836,-4.13501175187461,0.896294166037707,-4.61345382861797,3.9603227011045e-06,0.00052894816008593,87,72,494,68,14,559,48,0,206,369,103,32,197,210,85,330,207,23,15,"GO:0015918",0.0173004701919049,0.999526035803665,2,3,"sterol transport","BP",15
"56","evm.TU.chromosome_7.2229",2476.8184968159,-2.27660444872066,0.494505664623705,-4.60379852362874,4.14853822495729e-06,0.00053906105695095,11176,2759,2774,190,281,2986,889,592,4710,4917,2391,1077,8409,8911,897,6630,3478,428,1147,"GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",1147
"57","evm.TU.chromosome_7.2229",2476.8184968159,-2.27660444872066,0.494505664623705,-4.60379852362874,4.14853822495729e-06,0.00053906105695095,11176,2759,2774,190,281,2986,889,592,4710,4917,2391,1077,8409,8911,897,6630,3478,428,1147,"GO:0008241",0.0353179845027128,0.99799881483201,2,4,"peptidyl-dipeptidase activity","MF",1147
"58","evm.TU.chromosome_12.1593",65.7021981276972,-5.12705978444865,1.42049206454703,-3.60935475277263,0.000306959588864957,0.0120139545111785,63,6,11,34,18,282,0,8,23,204,34,0,56,7,33,351,19,47,0,"GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",0
"59","evm.TU.chromosome_12.1593",65.7021981276972,-5.12705978444865,1.42049206454703,-3.60935475277263,0.000306959588864957,0.0120139545111785,63,6,11,34,18,282,0,8,23,204,34,0,56,7,33,351,19,47,0,"GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",0
"60","evm.TU.chromosome_12.1593",65.7021981276972,-5.12705978444865,1.42049206454703,-3.60935475277263,0.000306959588864957,0.0120139545111785,63,6,11,34,18,282,0,8,23,204,34,0,56,7,33,351,19,47,0,"GO:0007155",0.0266456953493738,0.982873225105427,37,336,"cell adhesion","BP",0
"61","evm.TU.chromosome_10.3195",487.407534246451,1.85396288555843,0.502363295584104,3.69048236974162,0.000223829202474003,0.0101339256339624,253,4168,633,28,476,552,2479,200,547,873,295,2571,788,919,95,360,451,93,28,"GO:0031012",2.5325523748508e-06,0.999999046407506,38,221,"extracellular matrix","CC",28
"62","evm.TU.chromosome_10.3195",487.407534246451,1.85396288555843,0.502363295584104,3.69048236974162,0.000223829202474003,0.0101339256339624,253,4168,633,28,476,552,2479,200,547,873,295,2571,788,919,95,360,451,93,28,"GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",28
"63","evm.TU.chromosome_10.3195",487.407534246451,1.85396288555843,0.502363295584104,3.69048236974162,0.000223829202474003,0.0101339256339624,253,4168,633,28,476,552,2479,200,547,873,295,2571,788,919,95,360,451,93,28,"GO:0005578",3.32736357308379e-07,1,55,332,NA,NA,28
"64","evm.TU.chromosome_10.3195",487.407534246451,1.85396288555843,0.502363295584104,3.69048236974162,0.000223829202474003,0.0101339256339624,253,4168,633,28,476,552,2479,200,547,873,295,2571,788,919,95,360,451,93,28,"GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",28
"65","evm.TU.chromosome_12.1878",234.596690812931,-5.39022926470443,0.86740455525491,-6.21420447016257,5.15853207242518e-10,6.70299657490929e-07,423,24,352,71,22,599,12,19,143,667,134,35,281,93,98,1400,218,191,10,"GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",10
"66","evm.TU.chromosome_12.1878",234.596690812931,-5.39022926470443,0.86740455525491,-6.21420447016257,5.15853207242518e-10,6.70299657490929e-07,423,24,352,71,22,599,12,19,143,667,134,35,281,93,98,1400,218,191,10,"GO:0004252",8.48506754698523e-06,0.999997021339802,30,161,"serine-type endopeptidase activity","MF",10
"67","evm.TU.chromosome_12.1878",234.596690812931,-5.39022926470443,0.86740455525491,-6.21420447016257,5.15853207242518e-10,6.70299657490929e-07,423,24,352,71,22,599,12,19,143,667,134,35,281,93,98,1400,218,191,10,"GO:0006879",0.0321306032374933,0.990805583291103,6,29,"intracellular iron ion homeostasis","BP",10
"68","evm.TU.chromosome_12.1878",234.596690812931,-5.39022926470443,0.86740455525491,-6.21420447016257,5.15853207242518e-10,6.70299657490929e-07,423,24,352,71,22,599,12,19,143,667,134,35,281,93,98,1400,218,191,10,"GO:0042730",0.000209947654346669,0.999977537015622,7,17,"fibrinolysis","BP",10
"69","evm.TU.chromosome_12.1878",234.596690812931,-5.39022926470443,0.86740455525491,-6.21420447016257,5.15853207242518e-10,6.70299657490929e-07,423,24,352,71,22,599,12,19,143,667,134,35,281,93,98,1400,218,191,10,"GO:0055072",0.00143902797173951,0.999763520732043,7,23,"iron ion homeostasis","BP",10
"70","evm.TU.chromosome_12.1878",234.596690812931,-5.39022926470443,0.86740455525491,-6.21420447016257,5.15853207242518e-10,6.70299657490929e-07,423,24,352,71,22,599,12,19,143,667,134,35,281,93,98,1400,218,191,10,"GO:0045892",0.0118530986149296,0.993409289229733,28,216,"negative regulation of DNA-templated transcription","BP",10
"71","evm.TU.chromosome_12.1878",234.596690812931,-5.39022926470443,0.86740455525491,-6.21420447016257,5.15853207242518e-10,6.70299657490929e-07,423,24,352,71,22,599,12,19,143,667,134,35,281,93,98,1400,218,191,10,"GO:0006508",0.0361365158464351,0.979888785567559,20,168,"proteolysis","BP",10
"72","evm.TU.chromosome_12.1878",234.596690812931,-5.39022926470443,0.86740455525491,-6.21420447016257,5.15853207242518e-10,6.70299657490929e-07,423,24,352,71,22,599,12,19,143,667,134,35,281,93,98,1400,218,191,10,"GO:0097264",0.00181530788262332,0.999809926915983,5,13,"self proteolysis","BP",10
"73","evm.TU.chromosome_8.2740",6041.91379182756,-0.921834662249325,0.260268900468274,-3.54185483010366,0.000397324074248932,0.0140753759507148,16308,11430,6565,649,1999,10222,10795,2070,14404,15095,7611,6933,11708,10162,2548,12566,8327,2098,1686,"GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",1686
"74","evm.TU.chromosome_8.2740",6041.91379182756,-0.921834662249325,0.260268900468274,-3.54185483010366,0.000397324074248932,0.0140753759507148,16308,11430,6565,649,1999,10222,10795,2070,14404,15095,7611,6933,11708,10162,2548,12566,8327,2098,1686,"GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",1686
"75","evm.TU.chromosome_8.2740",6041.91379182756,-0.921834662249325,0.260268900468274,-3.54185483010366,0.000397324074248932,0.0140753759507148,16308,11430,6565,649,1999,10222,10795,2070,14404,15095,7611,6933,11708,10162,2548,12566,8327,2098,1686,"GO:0005764",0.00165761880706339,0.999147162140014,34,243,"lysosome","CC",1686
"76","evm.TU.chromosome_8.2740",6041.91379182756,-0.921834662249325,0.260268900468274,-3.54185483010366,0.000397324074248932,0.0140753759507148,16308,11430,6565,649,1999,10222,10795,2070,14404,15095,7611,6933,11708,10162,2548,12566,8327,2098,1686,"GO:0004197",0.00589883571925086,0.998201418621006,10,51,"cysteine-type endopeptidase activity","MF",1686
"77","evm.TU.chromosome_8.2740",6041.91379182756,-0.921834662249325,0.260268900468274,-3.54185483010366,0.000397324074248932,0.0140753759507148,16308,11430,6565,649,1999,10222,10795,2070,14404,15095,7611,6933,11708,10162,2548,12566,8327,2098,1686,"GO:0032403",0.0136326673143941,0.993193760771107,20,146,NA,NA,1686
"78","evm.TU.chromosome_8.2740",6041.91379182756,-0.921834662249325,0.260268900468274,-3.54185483010366,0.000397324074248932,0.0140753759507148,16308,11430,6565,649,1999,10222,10795,2070,14404,15095,7611,6933,11708,10162,2548,12566,8327,2098,1686,"GO:0097067",0.000402595971319941,0.999973877284334,5,10,"cellular response to thyroid hormone stimulus","BP",1686
"79","evm.TU.chromosome_8.2740",6041.91379182756,-0.921834662249325,0.260268900468274,-3.54185483010366,0.000397324074248932,0.0140753759507148,16308,11430,6565,649,1999,10222,10795,2070,14404,15095,7611,6933,11708,10162,2548,12566,8327,2098,1686,"GO:0030574",0.0457353057967402,0.983911701991429,7,41,"collagen catabolic process","BP",1686
"80","evm.TU.chromosome_8.2740",6041.91379182756,-0.921834662249325,0.260268900468274,-3.54185483010366,0.000397324074248932,0.0140753759507148,16308,11430,6565,649,1999,10222,10795,2070,14404,15095,7611,6933,11708,10162,2548,12566,8327,2098,1686,"GO:0006508",0.0361365158464351,0.979888785567559,20,168,"proteolysis","BP",1686
"81","evm.TU.chromosome_8.2740",6041.91379182756,-0.921834662249325,0.260268900468274,-3.54185483010366,0.000397324074248932,0.0140753759507148,16308,11430,6565,649,1999,10222,10795,2070,14404,15095,7611,6933,11708,10162,2548,12566,8327,2098,1686,"GO:0051603",0.00950639894880347,0.997114110277741,9,44,"proteolysis involved in protein catabolic process","BP",1686
"82","evm.TU.chromosome_13.1258",2297.65234094348,-1.99602479947344,0.652668845754112,-3.05825046263266,0.00222633412883083,0.0488797179579307,9699,3572,3925,435,479,3113,1814,581,3937,8519,1449,2377,6815,2190,1284,4958,3141,817,57,"GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",57
"83","evm.TU.chromosome_12.201",421.159061499,-3.00845953242156,0.5961100162197,-5.04681929604211,4.4922585878163e-07,0.00010064208291394,1284,410,920,34,14,406,186,215,1314,2222,530,254,436,786,103,1375,742,97,63,"GO:0106037",0.0124262816600238,1,2,2,"apicomedial cortex","CC",63
"84","evm.TU.chromosome_12.201",421.159061499,-3.00845953242156,0.5961100162197,-5.04681929604211,4.4922585878163e-07,0.00010064208291394,1284,410,920,34,14,406,186,215,1314,2222,530,254,436,786,103,1375,742,97,63,"GO:0035183",0.0289699227421342,0.998946630258339,2,3,"female germline ring canal inner rim","CC",63
"85","evm.TU.chromosome_12.201",421.159061499,-3.00845953242156,0.5961100162197,-5.04681929604211,4.4922585878163e-07,0.00010064208291394,1284,410,920,34,14,406,186,215,1314,2222,530,254,436,786,103,1375,742,97,63,"GO:0016460",0.000508125822904906,0.999940206320237,7,15,"myosin II complex","CC",63
"86","evm.TU.chromosome_12.201",421.159061499,-3.00845953242156,0.5961100162197,-5.04681929604211,4.4922585878163e-07,0.00010064208291394,1284,410,920,34,14,406,186,215,1314,2222,530,254,436,786,103,1375,742,97,63,"GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",63
